<b>mettre</b>	to put
<div style='font-weight: bold;'>disparaître</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe intransitif</div>	<div class=centered-block> Ne plus être vu ou visible. Cesser d'être, d'exister. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Le soleil disparaît derrière un nuage.&nbsp;Il a disparu dans la foule. Elle a disparu dans la fleur de l'âge.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>s'en aller,&nbsp;s'évanouir ;&nbsp;&nbsp;s'éteindre,&nbsp;mourir.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>disappear</div>
<div class=centered-block> Ne plus être vu ou visible. Cesser d'être, d'exister. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe intransitif</div> 	<div style='font-weight: bold;'>disparaître</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Le soleil disparaît derrière un nuage.&nbsp;Il a disparu dans la foule. Elle a disparu dans la fleur de l'âge.</div>
<div style='font-weight: bold;'>éteindre</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div>	<div class=centered-block> Faire cesser de brûler. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Éteindre le feu.&nbsp;Éteindre la lumière, l'électricité.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>étouffer,&nbsp;fermer</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>turn off</div>
<div class=centered-block> Faire cesser de brûler. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div> 	<div style='font-weight: bold;'>éteindre</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Éteindre le feu.&nbsp;Éteindre la lumière, l'électricité.</div>
<div style='font-weight: bold;'>s'éteindre</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe pronominal</div>	<div class=centered-block> Cesser de brûler.&nbsp; </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Le feu s'éteint.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>mourir</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>turn off</div>
<div class=centered-block> Cesser de brûler.&nbsp; </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe pronominal</div> 	<div style='font-weight: bold;'>s'éteindre</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Le feu s'éteint.</div>
<div style='font-weight: bold;'>attente</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nom féminin</div>	<div class=centered-block> Le fait d'attendre&nbsp;; temps pendant lequel on attend.&nbsp; </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Salle d'attente. L'attente n'a pas été longue.&nbsp;Dans l'attente de vous voir.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>expectative,&nbsp;pause</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>wait, expectation</div>
<div class=centered-block> Le fait d'attendre&nbsp;; temps pendant lequel on attend.&nbsp; </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nom féminin</div> 	<div style='font-weight: bold;'>attente</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Salle d'attente. L'attente n'a pas été longue.&nbsp;Dans l'attente de vous voir.</div>
<div style='font-weight: bold;'>paix</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nom féminin</div>	<div class=centered-block> Rapports entre personnes qui ne sont pas en conflit.&nbsp;Situation d'une nation, d'un État qui n'est pas en guerre. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Vivre en paix avec son entourage. «&nbsp;Guerre et Paix&nbsp;»&nbsp;(roman de Tolstoï).&nbsp;En temps de paix.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>calme,&nbsp;tranquillité,&nbsp;pacification</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>peace</div>
<div class=centered-block> Rapports entre personnes qui ne sont pas en conflit.&nbsp;Situation d'une nation, d'un État qui n'est pas en guerre. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nom féminin</div> 	<div style='font-weight: bold;'>paix</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Vivre en paix avec son entourage. «&nbsp;Guerre et Paix&nbsp;»&nbsp;(roman de Tolstoï).&nbsp;En temps de paix.</div>
<div style='font-weight: bold;'>traîner (1)</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div>	<div class=centered-block> 1. Tirer après soi.<div>2.&nbsp;Forcer (qqn) à aller (quelque part).&nbsp;</div> </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Le corps de la victime a été traîné sur plusieurs mètres.&nbsp;Traîner qqn à une soirée. Traîner qqn en justice.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>tirer,&nbsp;transporter</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>drag</div>
<div class=centered-block> 1. Tirer après soi.<div>2.&nbsp;Forcer (qqn) à aller (quelque part).&nbsp;</div> </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div> 	<div style='font-weight: bold;'>traîner (1)</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Le corps de la victime a été traîné sur plusieurs mètres.&nbsp;Traîner qqn à une soirée. Traîner qqn en justice.</div>
<div style='font-weight: bold;'>couvrir</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div>	<div class=centered-block> Garnir (un objet) en disposant quelque chose dessus. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Couvrir un plat avec un couvercle.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>habiller</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>cover</div>
<div class=centered-block> Garnir (un objet) en disposant quelque chose dessus. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div> 	<div style='font-weight: bold;'>couvrir</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Couvrir un plat avec un couvercle.</div>
<div style='font-weight: bold;'>dessus</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>adverbe</div>	<div class=centered-block> À la face supérieure (opposé à dessous), extérieure (opposé à dedans). </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Prenez l'enveloppe, l'adresse est dessus.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>sur</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>over, exterior</div>
<div class=centered-block> À la face supérieure (opposé à dessous), extérieure (opposé à dedans). </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>adverbe</div> 	<div style='font-weight: bold;'>dessus</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Prenez l'enveloppe, l'adresse est dessus.</div>
je&nbsp;<b>couvrir </b>(présent)	je couvre
tu&nbsp;<b>couvrir&nbsp;</b>(présent)	tu couvres
il <b>couvrir </b>(présent)	il couvre
elles&nbsp;<b>couvrir </b>(présent)	elles couvrent
je&nbsp;<b>couvrir </b>(passé composé)	j'ai couvert
nous&nbsp;<b>couvrir </b>(passé composé)	nous avons couvert
nous&nbsp;<b>couvrir </b>(imparfait)	nous couvrions
je&nbsp;<b>couvrir </b>(imparfait)	je couvrais
elles&nbsp;<b>couvrir </b>(imparfait)	elles couvraient
je&nbsp;<b>couvrir </b>(futur simple)	je couvrirai
vous&nbsp;<b>couvrir </b>(futur simple)	vous couvrirez
<b>découvrir </b>(présent participe)	découvrant
je <b>vouloir</b> (passé composé)	j'ai voulu
vous <b>vouloir</b> (passé composé)	vous avez voulu
ils <b>vouloir</b> (présent)	ils veulent
nous <b>vouloir</b> (imparfait)	nous voulions
il <b>vouloir</b> (imparfait)	il voulait
je <b>vouloir</b> (futur simple)	je voudrai
tu <b>vouloir</b> (futur simple)	tu voudras
ils <b>vouloir</b> (futur simple)	ils voudront
je <b>courir</b> (présent)	je cours
vous <b>courir</b> (présent)	vous courez
je <b>courir</b> (passé composé)	j'ai couru
je <b>courir</b> (imparfait)	je courais
je <b>cuire</b> (imparfait)	je cuisais
nous <b>cuire</b> (imparfait)	nous cuisions
il <b>cuire</b> (présent)	il cuit
je <b>cuire</b> (passé composé)	j'ai cuit
vous <b>cuire</b> (passé composé)	vous avez cuit
il <b>cuire</b> (futur simple)	il cuira
<div style='font-weight: bold;'>dessous</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>adverbe</div>	<div class=centered-block> Indique la position d'une chose sous une autre&nbsp;(opposé à&nbsp;dessus).&nbsp;À la face inférieure, dans la partie inférieure. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Le prix du vase est marqué dessous.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>envers,&nbsp;désavantage</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>below</div>
<div class=centered-block> Indique la position d'une chose sous une autre&nbsp;(opposé à&nbsp;dessus).&nbsp;À la face inférieure, dans la partie inférieure. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>adverbe</div> 	<div style='font-weight: bold;'>dessous</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Le prix du vase est marqué dessous.</div>
<div style='font-weight: bold;'>cacher</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div>	<div class=centered-block> Soustraire à la vue ; empêcher d'être vu. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Cacher un objet derrière qqch.&nbsp;—&nbsp;&nbsp;Cacher un prisonnier chez soi.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>dissimuler,&nbsp;camoufler,&nbsp;faire disparaître</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>hide, conceal</div>
<div class=centered-block> Soustraire à la vue ; empêcher d'être vu. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div> 	<div style='font-weight: bold;'>cacher</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Cacher un objet derrière qqch.&nbsp;—&nbsp;&nbsp;Cacher un prisonnier chez soi.</div>
<div style='font-weight: bold;'>empêcher</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div>	<div class=centered-block> Faire en sorte que cela ne se produise pas&nbsp;; rendre impossible en s'opposant. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Vous n'empêcherez pas que la vérité (ne) soit connue.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>faire obstacle à ; interdire</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>avoid, prevent, prohibit</div>
<div class=centered-block> Faire en sorte que cela ne se produise pas&nbsp;; rendre impossible en s'opposant. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div> 	<div style='font-weight: bold;'>empêcher</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Vous n'empêcherez pas que la vérité (ne) soit connue.</div>
<div style='font-weight: bold;'>enseigner</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div>	<div class=centered-block> Transmettre à un élève de façon qu'il comprenne et assimile (des connaissances, des techniques).&nbsp;Apprendre à qqn, par une leçon ou par l'exemple. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Enseigner les mathématiques à des enfants.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>donner des cours de,&nbsp;éclairer</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>teach</div>
<div class=centered-block> Transmettre à un élève de façon qu'il comprenne et assimile (des connaissances, des techniques).&nbsp;Apprendre à qqn, par une leçon ou par l'exemple. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div> 	<div style='font-weight: bold;'>enseigner</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Enseigner les mathématiques à des enfants.</div>
<div style='font-weight: bold;'>apprendre <sup>(SENS SUBJECTIF)</sup><br></div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div>	<div class=centered-block> Être avisé, informé de (qqch.).&nbsp;Chercher à acquérir (un ensemble de connaissances) par un travail intellectuel ou par l'expérience. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Apprendre une nouvelle par la radio.&nbsp;Apprendre un texte par cœur.&nbsp;Apprendre l'italien.&nbsp;Apprendre à lire, à écrire, à conduire.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>découvrir, étudier</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>learn</div>
<div class=centered-block> Être avisé, informé de (qqch.).&nbsp;Chercher à acquérir (un ensemble de connaissances) par un travail intellectuel ou par l'expérience. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div> 	<div style='font-weight: bold;'>apprendre <sup>(SENS SUBJECTIF)</sup><br></div> <br/> <div style='font-family: Arial; font-size: 16px;'>Apprendre une nouvelle par la radio.&nbsp;Apprendre un texte par cœur.&nbsp;Apprendre l'italien.&nbsp;Apprendre à lire, à écrire, à conduire.</div>
<div style='font-weight: bold;'>entre</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>préposition</div>	<div class=centered-block> Dans l'espace qui sépare (des choses, des personnes). </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Les Pyrénées s'étendent entre la France et l'Espagne.&nbsp;Distance entre deux points.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'></div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>between</div>
<div class=centered-block> Dans l'espace qui sépare (des choses, des personnes). </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>préposition</div> 	<div style='font-weight: bold;'>entre</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Les Pyrénées s'étendent entre la France et l'Espagne.&nbsp;Distance entre deux points.</div>
